,Unnamed: 0,tweets,clean_text,Sentiment
256,256,Healthy dose of hope for one-use syringes http://bbc.in/1Bax51t,healthy dose hope one use syringes,MIXED
257,257,Deaths in detention 'avoidable' http://bbc.in/1B9O8kj,deaths detention avoidable,NEGATIVE
258,258,The blind breast cancer detectors http://bbc.in/1BCWyAe,the blind breast cancer detectors,NEUTRAL
259,259,VIDEO: Ex-pilot warns over 'toxic plane fumes' http://bbc.in/1Ffy51H,video ex pilot warns toxic plane fumes,NEUTRAL
260,260,VIDEO: Swine flu outbreak spreads across India http://bbc.in/19RMIyQ,video swine flu outbreak spreads across india,NEUTRAL
261,261,Dementia research to receive Â£300m http://bbc.in/1Ln1t8z,dementia research receive,NEUTRAL
262,262,VIDEO: How do 'dementia friends' work? http://bbc.in/1Lpr02A,video how dementia friends work,NEUTRAL
263,263,'Dementia friends' reach one million http://bbc.in/1AXPZJ3,dementia friends reach one million,NEUTRAL
264,264,NHS foundation trusts deficit rises http://bbc.in/1LlAxWJ,nhs foundation trusts deficit rises,NEUTRAL
265,265,VIDEO: Babies sleeping outside 'sleep longer' http://bbc.in/1Ll6uOS,video babies sleeping outside sleep longer,NEUTRAL
266,266,VIDEO: Child mental health 'must be priority' http://bbc.in/1AVBoh3,video child mental health must priority,NEUTRAL
267,267,Fifteen-minute Ebola test approved http://bbc.in/1LicaZP,fifteen minute ebola test approved,NEUTRAL
268,268,A&amp;E waits worsen across England http://bbc.in/1F1Gztd,amp waits worsen across england,NEGATIVE
269,269,VIDEO: Trying to save young hearts http://bbc.in/19HAQ2t,video trying save young hearts,NEUTRAL
270,270,Patients face fines on free scripts http://bbc.in/1APU9m7,patients face fines free scripts,NEUTRAL
271,271,Priority call on child mental health http://bbc.in/1z4JE7m,priority call child mental health,NEUTRAL
272,272,Sunlight harms skin for hours later http://bbc.in/1z4JFbi,sunlight harms skin hours later,NEUTRAL
273,273,Resistant-malaria 'enormous threat' http://bbc.in/182uqKO,resistant malaria enormous threat,NEGATIVE
274,274,US panel backs 'green' low-meat diet http://bbc.in/1EZ7KVI,us panel backs green low meat diet,NEUTRAL
275,275,Dozens exposed to superbug in LA http://bbc.in/1LhpaAO,dozens exposed superbug la,NEGATIVE
276,276,Suicide in men 'highest since 2001' http://bbc.in/17Yfr4n,suicide men highest since,NEGATIVE
277,277,'Unsafe' trust in special measures http://bbc.in/1EVCXZJ,unsafe trust special measures,NEGATIVE
278,278,VIDEO: The children let down by mental health care http://bbc.in/17Y71Ke,video the children let mental health care,NEUTRAL
279,279,NHS child mental health care pledge http://bbc.in/17WRhr4,nhs child mental health care pledge,MIXED
280,280,Child mental health: A mother's struggle http://bbc.in/1z0awFz,child mental health mother struggle,NEUTRAL
281,281,Australia Hep A outbreak spreads http://bbc.in/17WRk67,australia hep outbreak spreads,NEUTRAL
282,282,Viewpoint: 'Children see a person not a disability' http://bbc.in/17WzyQu,viewpoint children see person disability,NEUTRAL
283,283,NHS 'paying too much for medicines' http://bbc.in/1ET7RBT,nhs paying much medicines,NEGATIVE
284,284,VIDEO: Painful wait for a child's diagnosis http://bbc.in/1AGbkqd,video painful wait child diagnosis,NEGATIVE
285,285,Radical HIV vaccine ploy raises hope http://bbc.in/19xbZ14,radical hiv vaccine ploy raises hope,NEUTRAL
286,286,Disabled children 'left in pain' http://bbc.in/1LdFZww,disabled children left pain,NEGATIVE
287,287,VIDEO: E-cigarette ban at Scottish hospitals http://bbc.in/17TqWKs,video cigarette ban scottish hospitals,NEUTRAL
288,288,"Cannabis: Promise, risk and controversy http://bbc.in/1yXmmAb",cannabis promise risk controversy,NEUTRAL
289,289,Patient-safety-fear GP 'defies NHS' http://bbc.in/17T36hL,patient safety fear gp defies nhs,NEUTRAL
290,290,State of the NHS: Wales v England http://bbc.in/1yXcgzt,state nhs wales england,NEUTRAL
291,291,NHS misses a year of cancer targets http://bbc.in/1AEAyVK,nhs misses year cancer targets,MIXED
292,292,Fewer A&amp;E patients waiting longer http://bbc.in/1AEltDN,fewer amp patients waiting longer,NEUTRAL
293,293,VIDEO: Drug and Alcohol Courts to be extended http://bbc.in/1EOnmLt,video drug alcohol courts extended,NEUTRAL
294,294,VIDEO: Doctors told to reduce antibiotics http://bbc.in/17RlibI,video doctors told reduce antibiotics,NEUTRAL
295,295,VIDEO: How art can help mental health? http://bbc.in/1LadkIP,video how art help mental health,NEUTRAL
296,296,Call to snoop on antibiotic scripts http://bbc.in/1yU2UEB,call snoop antibiotic scripts,NEUTRAL
297,297,Trust declares 'significant incident' http://bbc.in/1vbusKd,trust declares significant incident,NEGATIVE
298,298,VIDEO: Frustrations of an NHS brain surgeon http://bbc.in/19rU23S,video frustrations nhs brain surgeon,NEGATIVE
299,299,'Jokes about autism are ignorant' http://bbc.in/17dKM1Z,jokes autism ignorant,NEGATIVE
300,300,Tomorrow's mums 'need obesity help' http://bbc.in/1EGXjWA,tomorrow mums need obesity help,NEUTRAL
301,301,Cigarette packet law 'would save lives' http://bbc.in/1EGyl9F,cigarette packet law would save lives,NEUTRAL
302,302,VIDEO: Walking again with help of oxygen http://bbc.in/1L5KZTV,video walking help oxygen,NEUTRAL
303,303,VIDEO: Â£30m boost for Alzheimer's research http://bbc.in/1L4B5BO,video boost alzheimer research,NEUTRAL
304,304,Schools reopen in Ebola-hit Liberia http://bbc.in/17GvaVK,schools reopen ebola hit liberia,NEUTRAL
305,305,VIDEO: Ebola crisis: Liberia schools reopen http://bbc.in/1yKRm6i,video ebola crisis liberia schools reopen,NEUTRAL
306,306,VIDEO: Syria war victim given new jaw http://bbc.in/1yK7Onx,video syria war victim given new jaw,NEUTRAL
307,307,VIDEO: Warning over strong cannabis http://bbc.in/1v3tVKe,video warning strong cannabis,NEUTRAL
308,308,Alzheimer's Â£30m collaboration begins http://bbc.in/1yJEr4E,alzheimer collaboration begins,NEUTRAL
309,309,Psychosis 'link' to potent cannabis http://bbc.in/1L21dNH,psychosis link potent cannabis,NEUTRAL
310,310,"VIDEO: Videos of 1,500 beating human hearts http://bbc.in/1JgGNDa",video videos beating human hearts,NEUTRAL
311,311,VIDEO: Bright future: Light therapy school http://bbc.in/1yDJIKV,video bright future light therapy school,NEUTRAL
312,312,Unlabelled nuts in food prompts probe http://bbc.in/175Xwrw,unlabelled nuts food prompts probe,NEUTRAL
313,313,VIDEO: Lung cancer breath test trialled http://bbc.in/1Jdc9L4,video lung cancer breath test trialled,NEUTRAL
314,314,VIDEO: PM orders sickness benefits review http://bbc.in/17wCvak,video pm orders sickness benefits review,NEUTRAL
315,315,Synthetic vaccine sought for polio http://bbc.in/1uTjyZw,synthetic vaccine sought polio,NEUTRAL
316,316,PM orders review into sickness benefit http://bbc.in/17vEGej,pm orders review sickness benefit,NEUTRAL
317,317,Hospital's A&amp;E consultants all quit http://bbc.in/1uQStGn,hospital amp consultants quit,MIXED
318,318,Are we now on half measures? http://bbc.in/1yxvSd1,are half measures,NEGATIVE
319,319,Hospitals develop A&amp;E solutions http://bbc.in/1yxh26z,hospitals develop amp solutions,NEUTRAL
320,320,A&amp;E waits improve across England http://bbc.in/1yvz490,amp waits improve across england,MIXED
321,321,Could smart phones help provide mental health care? http://bbc.in/1J7PXCb,could smart phones help provide mental health care,NEUTRAL
322,322,Binge-drinking falls in young adults http://bbc.in/17rOQwc,binge drinking falls young adults,NEUTRAL
323,323,HRT 'increases ovarian cancer risk' http://bbc.in/1uNdEsO,hrt increases ovarian cancer risk,NEUTRAL
324,324,Screen name 'key to online dating' http://bbc.in/17qiLoG,screen name key online dating,NEUTRAL
325,325,Law to make FGM reporting mandatory http://bbc.in/1uKpTGx,law make fgm reporting mandatory,NEUTRAL
326,326,Ebola healthcare workers discharged http://bbc.in/1J1z6Rj,ebola healthcare workers discharged,NEUTRAL
327,327,Is a complete ban on smoking next? http://bbc.in/1yod3sP,is complete ban smoking next,NEGATIVE
328,328,VIDEO: Baking back to health http://bbc.in/17k9SwK,video baking back health,NEUTRAL
329,329,Advice on secret care home filming http://bbc.in/16VRkSR,advice secret care home filming,NEUTRAL
330,330,Row over sugar-money influence http://bbc.in/1KL9R3b,row sugar money influence,NEGATIVE
331,331,Discovery of largest genetic fat map http://bbc.in/1KJBiKI,discovery largest genetic fat map,NEUTRAL
332,332,Google introduces illness tips http://bbc.in/1KJBiKF,google introduces illness tips,NEUTRAL
333,333,England bans smoking in cars http://bbc.in/1yhmXMS,england bans smoking cars,NEUTRAL
334,334,Opposition claims of A&amp;E 'in crisis' http://bbc.in/1ygE69i,opposition claims amp crisis,NEUTRAL
335,335,VIDEO: 'It was a toxic culture' http://bbc.in/1ISRfAA,video it toxic culture,NEGATIVE
336,336,VIDEO: The science behind food cravings http://bbc.in/1ydyjRQ,video the science behind food cravings,NEUTRAL
337,337,VIDEO: NHS whistleblowers 'bullied' into silence http://bbc.in/17e5KP5,video nhs whistleblowers bullied silence,NEGATIVE
338,338,Breath test for Parkinson's disease http://bbc.in/1ycccvl,breath test parkinson disease,NEUTRAL
339,339,UK Ebola response 'far too slow' http://bbc.in/1ycccvh,uk ebola response far slow,NEGATIVE
340,340,NHS staff 'afraid to speak out' http://bbc.in/1IPWvFk,nhs staff afraid speak,NEGATIVE
341,341,VIDEO: Pioneering drug treatment for cancer http://bbc.in/1ycccva,video pioneering drug treatment cancer,NEUTRAL
342,342,Obese workers have disability rights http://bbc.in/195MwM6,obese workers disability rights,NEUTRAL
343,343,'Private' NHS hospital wants bailout http://bbc.in/1E3h9Lj,private nhs hospital wants bailout,NEUTRAL
344,344,Food fight: Row over fat advice http://bbc.in/1y6QqsQ,food fight row fat advice,NEUTRAL
345,345,VIDEO: Health benefits of oil explained http://bbc.in/1uzEtAB,video health benefits oil explained,NEUTRAL
346,346,Damages for France baby mix-up http://bbc.in/1uzEvbz,damages france baby mix,NEGATIVE
347,347,Advice: No alcohol safe in pregnancy http://bbc.in/178iUNm,advice no alcohol safe pregnancy,NEUTRAL
348,348,Hospital maternity care concerns http://bbc.in/194pbdH,hospital maternity care concerns,NEUTRAL
349,349,Putting fitness trackers to the test http://bbc.in/194pbdA,putting fitness trackers test,NEUTRAL
350,350,'Smart' insulin hope for diabetes http://bbc.in/1uyAl3W,smart insulin hope diabetes,NEUTRAL
351,351,'Focus on fitness not fatness' http://bbc.in/1y462xa,focus fitness fatness,NEUTRAL
352,352,Warning over new drug-driving law http://bbc.in/1E0OTca,warning new drug driving law,MIXED
353,353,Asbestos NHS costs decision due http://bbc.in/1uuCoWF,asbestos nhs costs decision due,NEUTRAL
354,354,Care staff 'miss out on minimum pay' http://bbc.in/171cHTf,care staff miss minimum pay,NEGATIVE
355,355,UK pledges millions to new Ebola fund http://bbc.in/1utt2KO,uk pledges millions new ebola fund,NEUTRAL
356,356,VIDEO: 'Everyday miracle' of cataract surgery http://bbc.in/16Win0U,video everyday miracle cataract surgery,NEUTRAL
357,357,NHS to review avoidable deaths - Hunt http://bbc.in/1DQ9ShW,nhs review avoidable deaths hunt,NEUTRAL
358,358,One in five care homes 'fail key test' http://bbc.in/1uqbdwc,one five care homes fail key test,MIXED
359,359,Woman 'cured by lucky DNA mutation' http://bbc.in/16UICF0,woman cured lucky dna mutation,MIXED
360,360,'Deaths averted' at failing hospitals http://bbc.in/1xL5UT9,deaths averted failing hospitals,NEGATIVE
361,361,VIDEO: 'Full investigation' when care fails http://bbc.in/16QZdte,video full investigation care fails,NEGATIVE
362,362,VIDEO: 'Counting birds helps mumâs dementia' http://bbc.in/16BLO7I,video counting birds helps mums dementia,NEUTRAL
363,363,'Daughter's poo made me obese' http://bbc.in/18W1KTM,daughter poo made obese,NEGATIVE
364,364,NHS complaints process 'inadequate' http://bbc.in/1DK215f,nhs complaints process inadequate,NEGATIVE
365,365,Diabetes: Women 'more likely to die' http://bbc.in/1ukHy7r,diabetes women likely die,NEUTRAL
366,366,VIDEO: How a needs assessment works http://bbc.in/1DHQEeg,video how needs assessment works,NEUTRAL
367,367,Babies' eye movement autism link http://bbc.in/1DHLmzo,babies eye movement autism link,NEUTRAL
368,368,Canada to allow assisted suicide http://bbc.in/16MTYe3,canada allow assisted suicide,NEUTRAL
369,369,Failed fat-ban 'will fuel NHS debt' http://bbc.in/1xzZu9a,failed fat ban fuel nhs debt,NEGATIVE
370,370,How is the NHS coping this winter? http://bbc.in/18UappM,how nhs coping winter,NEUTRAL
371,371,Training very hard is 'unhealthy' http://bbc.in/1uiYFXg,training hard unhealthy,NEGATIVE
372,372,Doctor guilty of indecent assaults http://bbc.in/1uiIARA,doctor guilty indecent assaults,NEGATIVE
373,373,A&amp;E waits worsen slightly in England http://bbc.in/18TL3Iv,amp waits worsen slightly england,NEGATIVE
374,374,VIDEO: Boy's worldwide search for donor http://bbc.in/16xUDiS,video boy worldwide search donor,NEUTRAL
375,375,Wild birds 'may spread flu virus' http://bbc.in/1xw1kYM,wild birds may spread flu virus,NEUTRAL
376,376,Mental health detentions 'a scandal' http://bbc.in/1xw1mjb,mental health detentions scandal,NEUTRAL
377,377,New advice for flying when pregnant http://bbc.in/18T37T4,new advice flying pregnant,NEUTRAL
378,378,Radical NHS changes 'disastrous' http://bbc.in/16JLQv3,radical nhs changes disastrous,NEGATIVE
379,379,Flu vaccine is 'barely effective' http://bbc.in/16Halcd,flu vaccine barely effective,NEGATIVE
380,380,Rejected cancer drug 'extends life' http://bbc.in/16uDgzw,rejected cancer drug extends life,NEGATIVE
381,381,E-cigarettes 'may harm the lungs' http://bbc.in/1I8QLGf,cigarettes may harm lungs,NEUTRAL
382,382,Making the sums add up http://bbc.in/16Fn0fQ,making sums add,NEUTRAL
383,383,VIDEO: NHS agency nurses spending increase http://bbc.in/18QfwHB,video nhs agency nurses spending increase,NEUTRAL
384,384,Blood test hope for bowel cancer http://bbc.in/16ET9E7,blood test hope bowel cancer,NEUTRAL
385,385,NHS agency nurses spending 'soars' http://bbc.in/1ucir6M,nhs agency nurses spending soars,NEUTRAL
386,386,Children 'familiar with beer brands' http://bbc.in/1ucirUj,children familiar beer brands,NEUTRAL
387,387,Call to boost antibiotics funding http://bbc.in/16rzRl2,call boost antibiotics funding,NEUTRAL
388,388,Viewpoint: Talking about mental health is just the first step http://bbc.in/1ubJRto,viewpoint talking mental health first step,NEUTRAL
389,389,VIDEO: What does a singer with Down's Syndrome sound like? http://bbc.in/1ubJOxV,video what singer down syndrome sound like,NEGATIVE
390,390,New Ebola cases 'rise in 2015' http://bbc.in/16AwzfY,new ebola cases rise,NEUTRAL
391,391,VIDEO: 'Half of people will get cancer' http://bbc.in/16Ak7N5,video half people get cancer,NEGATIVE
392,392,VIDEO: Inside a challenging behaviour unit http://bbc.in/1DyoK4o,video inside challenging behaviour unit,NEUTRAL
393,393,Doctor not guilty of performing FGM http://bbc.in/1I1xpTi,doctor guilty performing fgm,NEGATIVE
394,394,Care cap for young adults proposed http://bbc.in/18NBIC5,care cap young adults proposed,NEUTRAL
395,395,Mother of six 'can be sterilised' http://bbc.in/16mTV7V,mother six sterilised,NEUTRAL
396,396,VIDEO: Calls for funding to treat sight loss http://bbc.in/18MU1qU,video calls funding treat sight loss,MIXED
397,397,Ebola nurse infection 'down to visor' http://bbc.in/1HZr9M5,ebola nurse infection visor,NEUTRAL
398,398,VIDEO: Tech helping to treat brain cancer http://bbc.in/1HZfAEq,video tech helping treat brain cancer,NEUTRAL
399,399,Government 'failing' on care pledge http://bbc.in/16wo19V,government failing care pledge,NEUTRAL
400,400,NHS 111 'increasing pressure on NHS' http://bbc.in/1HXJmJK,nhs increasing pressure nhs,NEUTRAL
401,401,'Half of UK people' will get cancer http://bbc.in/16vB1wp,half uk people get cancer,NEGATIVE
402,402,What is driving a rise in death rate? http://bbc.in/16vkyZ3,what driving rise death rate,NEUTRAL
403,403,VIDEO: Warnings over 'skinny selfies' craze http://bbc.in/16tWzJY,video warnings skinny selfies craze,NEUTRAL
404,404,Guinea worm 'will be eradicated soon' http://bbc.in/1x7qpJh,guinea worm eradicated soon,NEUTRAL
405,405,Mental health services 'inadequate' http://bbc.in/1x5yEpl,mental health services inadequate,NEGATIVE
406,406,Bad hospital report 'had 300 errors' http://bbc.in/1x52vy1,bad hospital report errors,NEGATIVE
407,407,More Scots waiting longer in A&amp;E http://bbc.in/16qBYG9,more scots waiting longer amp,NEUTRAL
408,408,Blood cancer drug offered on NHS http://bbc.in/16qBWyj,blood cancer drug offered nhs,NEUTRAL
409,409,Screen time 'harms teenagers' sleep' http://bbc.in/16cG8Rv,screen time harms teenagers sleep,NEUTRAL
410,410,VIDEO: MPs to vote on three-person babies http://bbc.in/1x2SYYk,video mps vote three person babies,NEUTRAL
411,411,Military 'must tackle alcohol abuse' http://bbc.in/16pgxFq,military must tackle alcohol abuse,NEGATIVE
412,412,'Radical change' needed for NHS http://bbc.in/16p8YyP,radical change needed nhs,NEUTRAL
413,413,Crucial vote on three-person babies http://bbc.in/16p8YyI,crucial vote three person babies,NEUTRAL
414,414,How accurate are 'due dates'? http://bbc.in/1x24N0U,how accurate due dates,NEUTRAL
415,415,VIDEO: Is a richer world a healthier one? http://bbc.in/16o3MuU,video is richer world healthier one,POSITIVE
416,416,Chris Christie wades into measles row http://bbc.in/1HOoHb8,chris christie wades measles row,NEUTRAL
417,417,A&amp;E struggles with elderly patients http://bbc.in/16ml8rZ,amp struggles elderly patients,NEUTRAL
418,418,Ebola: Call for more sharing of science http://bbc.in/1tVVynV,ebola call sharing science,NEUTRAL
